93,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JOSE","UNIDAD EDUCACIONAL NIÑO DIOS DE SAN JOSÉ",https://resultadosconvzla.com/centro/910,,,,,,,,,,,,,,,,,,,,,
94,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JOSE","CASA COMUNAL SEMILLAS DEL AVILA",https://resultadosconvzla.com/centro/924,,,,,,,,,,,,,,,,,,,,,
95,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JOSE","UNIDAD EDUCATIVA JOSÉ ANTONIO ANZOATEGUI",https://resultadosconvzla.com/centro/916,,,,,,,,,,,,,,,,,,,,,
96,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JOSE","ESCUELA TÉCNICA COMERCIAL ROBINSONIANA SANTOS MICHELENA",https://resultadosconvzla.com/centro/917,,,,,,,,,,,,,,,,,,,,,
97,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JOSE","UNIDAD EDUCATIVA BOLIVARIANA RAFAEL URDANETA",https://resultadosconvzla.com/centro/918,,,,,,,,,,,,,,,,,,,,,
98,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","UNIDAD EDUCATIVA NACIONAL ZOE XIQUES SILVA",https://resultadosconvzla.com/centro/929,,,,,,,,,,,,,,,,,,,,,
99,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","UNIDAD EDUCATIVA NACIONAL BOLIVARIANA PEDRO PABLO BARNOLA",https://resultadosconvzla.com/centro/931,,,,,,,,,,,,,,,,,,,,,
100,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","UNIDAD EDUCATIVA DISTRITAL  ÁNGEL RIVAS BALDWIN",https://resultadosconvzla.com/centro/936,,,,,,,,,,,,,,,,,,,,,
101,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","UNIDAD EDUCATIVA NACIONAL BOLIVARIANA 25 DE JULIO",https://resultadosconvzla.com/centro/938,,,,,,,,,,,,,,,,,,,,,
102,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","CENTRO DE EDUCACIÓN INTEGRAL NACIONAL GABRIELA MISTRAL",https://resultadosconvzla.com/centro/940,,,,,,,,,,,,,,,,,,,,,
103,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","UNIDAD EDUCATIVA NACIONAL AGUSTÍN ZAMORA QUINTANA",https://resultadosconvzla.com/centro/945,,,,,,,,,,,,,,,,,,,,,
104,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","UNIDAD EDUCATIVA NACIONAL BOLIVARIANA DOCTOR LUÍS PADRINO",https://resultadosconvzla.com/centro/947,,,,,,,,,,,,,,,,,,,,,
105,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","CENTRO DE EDUCACION INICIAL MEVAL LAS PIÑAS",https://resultadosconvzla.com/centro/954,,,,,,,,,,,,,,,,,,,,,
106,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","CENTRO EDUCACIONAL NACIONAL LIBERTAD",https://resultadosconvzla.com/centro/961,,,,,,,,,,,,,,,,,,,,,
107,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","GALPÓN CARLOS RAÚL VILLANUEVA",https://resultadosconvzla.com/centro/963,,,,,,,,,,,,,,,,,,,,,
108,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","COMUNIDAD HUGO CHÁVEZ",https://resultadosconvzla.com/centro/972,,,,,,,,,,,,,,,,,,,,,
109,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","CENTRO DE EDUCACIÓN INICIAL JUAN TORO",https://resultadosconvzla.com/centro/930,,,,,,,,,,,,,,,,,,,,,
110,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","ESCUELA NACIONAL BOLIVARIANA 19 DE ABRIL",https://resultadosconvzla.com/centro/937,,,,,,,,,,,,,,,,,,,,,
111,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","CENTRO DE FORMACIÓN COMERCIAL E INDUSTRIAL LUÍS BELTRÁN PRIETO FIGUEROA",https://resultadosconvzla.com/centro/939,,,,,,,,,,,,,,,,,,,,,
112,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","UNIDAD EDUCATIVA NACIONAL BOLIVARIANA MIGUEL VILLAVICENCIO",https://resultadosconvzla.com/centro/946,,,,,,,,,,,,,,,,,,,,,
113,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","CENTRO DE EDUCACIÓN INICIAL  ARTIGAS",https://resultadosconvzla.com/centro/948,,,,,,,,,,,,,,,,,,,,,
114,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","UNIDAD EDUCATIVA NACIONAL BOLIVARIANA REPÚBLICA DEL ECUADOR",https://resultadosconvzla.com/centro/953,,,,,,,,,,,,,,,,,,,,,
115,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","UNIDAD EDUCATIVA NACIONAL BOLIVARIANA TEOTISTE DE GALLEGOS",https://resultadosconvzla.com/centro/925,,,,,,,,,,,,,,,,,,,,,
116,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","CENTRO DE EDUCACION INICIAL INCES INSTITUTO DE FORMACION Y EDUCACION SOCIALISTA",https://resultadosconvzla.com/centro/926,,,,,,,,,,,,,,,,,,,,,
117,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","UNIDAD EDUCATIVA NACIONAL BOLIVARIANA DE ARTES Y OFICIOS INTENDENCIA",https://resultadosconvzla.com/centro/927,,,,,,,,,,,,,,,,,,,,,
118,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","ESCUELA BÁSICA NACIONAL GUZMÁN BLANCO",https://resultadosconvzla.com/centro/941,,,,,,,,,,,,,,,,,,,,,
119,"DTTO. CAPITAL","MP. BLVNO LIBERTADOR","PQ. SAN JUAN","INSTITUTO NACIONAL DE NUTRICIÓN",https://resultadosconvzla.com/centro/942,,,,,,,,,,,,,,,,,,,,,
